1	-101
2	-396.5
3	-882.3333333
4	-1552.25
5	-2400.2
6	-3420.166667
7	-4606.142857
8	-5952.125
9	-7452.111111
10	-9100.1
11	-10890.09091
12	-12816.08333
13	-14872.07692
14	-17052.07143
15	-19350.06667
16	-21760.0625
17	-24276.05882
18	-26892.05556
19	-29602.05263
20	-32400.05
21	-35280.04762
22	-38236.04545
23	-41262.04348
24	-44352.04167
25	-47500.04
26	-50700.03846
27	-53946.03704
28	-57232.03571
29	-60552.03448
30	-63900.03333
31	-67270.03226
32	-70656.03125
33	-74052.0303
34	-77452.02941
35	-80850.02857
36	-84240.02778
37	-87616.02703
38	-90972.02632
39	-94302.02564
40	-97600.025
41	-100860.0244
42	-104076.0238
43	-107242.0233
44	-110352.0227
45	-113400.0222
46	-116380.0217
47	-119286.0213
48	-122112.0208
49	-124852.0204
50	-127500.02
51	-130050.0196
52	-132496.0192
53	-134832.0189
54	-137052.0185
55	-139150.0182
56	-141120.0179
57	-142956.0175
58	-144652.0172
59	-146202.0169
60	-147600.0167
61	-148840.0164
62	-149916.0161
63	-150822.0159
64	-151552.0156
65	-152100.0154
66	-152460.0152
67	-152626.0149
68	-152592.0147
69	-152352.0145
70	-151900.0143
71	-151230.0141
72	-150336.0139
73	-149212.0137
74	-147852.0135
75	-146250.0133
76	-144400.0132
77	-142296.013
78	-139932.0128
79	-137302.0127
80	-134400.0125
81	-131220.0123
82	-127756.0122
83	-124002.012
84	-119952.0119
85	-115600.0118
86	-110940.0116
87	-105966.0115
88	-100672.0114
89	-95052.01124
90	-89100.01111
91	-82810.01099
92	-76176.01087
93	-69192.01075
94	-61852.01064
95	-54150.01053
96	-46080.01042
97	-37636.01031
98	-28812.0102
99	-19602.0101
100	-10000.01
101	-0.00990099
102	10403.9902
103	21217.99029
104	32447.99038
105	44099.99048
106	56179.99057
107	68693.99065
108	81647.99074
109	95047.99083
110	108899.9909
111	123209.991
112	137983.9911
113	153227.9912
114	168947.9912
115	185149.9913
116	201839.9914
117	219023.9915
118	236707.9915
119	254897.9916
120	273599.9917
121	292819.9917
122	312563.9918
123	332837.9919
124	353647.9919
125	374999.992
126	396899.9921
127	419353.9921
128	442367.9922
129	465947.9922
130	490099.9923
131	514829.9924
132	540143.9924
133	566047.9925
134	592547.9925
135	619649.9926
136	647359.9926
137	675683.9927
138	704627.9928
139	734197.9928
140	764399.9929
141	795239.9929
142	826723.993
143	858857.993
144	891647.9931
145	925099.9931
146	959219.9932
147	994013.9932
148	1029487.993
149	1065647.993
150	1102499.993
151	1140049.993
152	1178303.993
153	1217267.993
154	1256947.994
155	1297349.994
156	1338479.994
157	1380343.994
158	1422947.994
159	1466297.994
160	1510399.994
161	1555259.994
162	1600883.994
163	1647277.994
164	1694447.994
165	1742399.994
166	1791139.994
167	1840673.994
168	1891007.994
169	1942147.994
170	1994099.994
171	2046869.994
172	2100463.994
173	2154887.994
174	2210147.994
175	2266249.994
176	2323199.994
177	2381003.994
178	2439667.994
179	2499197.994
180	2559599.994
181	2620879.994
182	2683043.995
183	2746097.995
184	2810047.995
185	2874899.995
186	2940659.995
187	3007333.995
188	3074927.995
189	3143447.995
190	3212899.995
191	3283289.995
192	3354623.995
193	3426907.995
194	3500147.995
195	3574349.995
196	3649519.995
197	3725663.995
198	3802787.995
199	3880897.995
200	3959999.995
201	4040099.995
202	4121203.995
203	4203317.995
204	4286447.995
205	4370599.995
206	4455779.995
207	4541993.995
208	4629247.995
209	4717547.995
210	4806899.995
211	4897309.995
212	4988783.995
213	5081327.995
214	5174947.995
215	5269649.995
216	5365439.995
217	5462323.995
218	5560307.995
219	5659397.995
220	5759599.995
221	5860919.995
222	5963363.995
223	6066937.996
224	6171647.996
225	6277499.996
226	6384499.996
227	6492653.996
228	6601967.996
229	6712447.996
230	6824099.996
231	6936929.996
232	7050943.996
233	7166147.996
234	7282547.996
235	7400149.996
236	7518959.996
237	7638983.996
238	7760227.996
239	7882697.996
240	8006399.996
241	8131339.996
242	8257523.996
243	8384957.996
244	8513647.996
245	8643599.996
246	8774819.996
247	8907313.996
248	9041087.996
249	9176147.996
250	9312499.996
251	9450149.996
252	9589103.996
253	9729367.996
254	9870947.996
255	10013850
256	10158080
257	10303644
258	10450548
259	10598798
260	10748400
261	10899360
262	11051684
263	11205378
264	11360448
265	11516900
266	11674740
267	11833974
268	11994608
269	12156648
270	12320100
271	12484970
272	12651264
273	12818988
274	12988148
275	13158750
276	13330800
277	13504304
278	13679268
279	13855698
280	14033600
281	14212980
282	14393844
283	14576198
284	14760048
285	14945400
286	15132260
287	15320634
288	15510528
289	15701948
290	15894900
291	16089390
292	16285424
293	16483008
294	16682148
295	16882850
296	17085120
297	17288964
298	17494388
299	17701398
300	17910000
301	18120200
302	18332004
303	18545418
304	18760448
305	18977100
306	19195380
307	19415294
308	19636848
309	19860048
310	20084900
311	20311410
312	20539584
313	20769428
314	21000948
315	21234150
316	21469040
317	21705624
318	21943908
319	22183898
320	22425600
321	22669020
322	22914164
323	23161038
324	23409648
325	23660000
326	23912100
327	24165954
328	24421568
329	24678948
330	24938100
331	25199030
332	25461744
333	25726248
334	25992548
335	26260650
336	26530560
337	26802284
338	27075828
339	27351198
340	27628400
341	27907440
342	28188324
343	28471058
344	28755648
345	29042100
346	29330420
347	29620614
348	29912688
349	30206648
350	30502500
351	30800250
352	31099904
353	31401468
354	31704948
355	32010350
356	32317680
357	32626944
358	32938148
359	33251298
360	33566400
361	33883460
362	34202484
363	34523478
364	34846448
365	35171400
366	35498340
367	35827274
368	36158208
369	36491148
370	36826100
371	37163070
372	37502064
373	37843088
374	38186148
375	38531250
376	38878400
377	39227604
378	39578868
379	39932198
380	40287600
381	40645080
382	41004644
383	41366298
384	41730048
385	42095900
386	42463860
387	42833934
388	43206128
389	43580448
390	43956900
391	44335490
392	44716224
393	45099108
394	45484148
395	45871350
396	46260720
397	46652264
398	47045988
399	47441898
400	47840000
401	48240300
402	48642804
403	49047518
404	49454448
405	49863600
406	50274980
407	50688594
408	51104448
409	51522548
410	51942900
411	52365510
412	52790384
413	53217528
414	53646948
415	54078650
416	54512640
417	54948924
418	55387508
